artist,auth,firstName,gender,itemInSession,lastName,length,level,location,method,page,registration,sessionId,song,status,ts,userAgent,userId
Guns N' Roses,Logged In,Ryan,M,1,Smith,284.05506,free,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1541016707796,845,Don't Cry (Original),200,2018-11-23 02:39:36.796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",26
Erin Bode,Logged In,Rylan,M,0,George,252.05506,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796,617,Here_ There And Everywhere,200,2018-11-23 03:48:24.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Blue Oyster Cult,Logged In,Rylan,M,1,George,322.42893,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796,617,Buck's Boogie,200,2018-11-23 03:52:36.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Little Boots,Logged In,Rylan,M,2,George,195.94404,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796,617,Meddle,200,2018-11-23 03:57:58.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
FM Static,Logged In,Rylan,M,3,George,218.27872999999997,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796,617,Tonight,200,2018-11-23 04:01:13.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Dead Kennedys,Logged In,Rylan,M,4,George,90.40934,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796,617,Terminal Preppie,200,2018-11-23 04:04:51.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Jim Jones & Ron Browz featuring Juelz Santana,Logged In,Rylan,M,5,George,215.97995,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796,617,Pop Champagne,200,2018-11-23 04:06:21.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Dr. Dre / Eminem / Alvin Joiner,Logged In,Rylan,M,6,George,244.21832,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796,617,What's The Difference,200,2018-11-23 04:09:56.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
The Cinematic Orchestra,Logged In,Kevin,M,0,Arellano,373.9424,free,"Harrisburg-Carlisle, PA",PUT,NextSong,1540006905796,850,To Build A Home,200,2018-11-23 05:56:58.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",66
Cradle Of Filth,Logged In,Kevin,M,1,Arellano,355.94404,free,"Harrisburg-Carlisle, PA",PUT,NextSong,1540006905796,850,Tonight In Flames (Album Version),200,2018-11-23 06:03:11.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",66
Disturbed,Logged In,Cecilia,F,0,Owens,224.86158999999998,free,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1541032432796,847,Numb (Album Version),200,2018-11-23 06:07:58.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0,6
Viola,Logged In,Kevin,M,2,Arellano,260.25751,free,"Harrisburg-Carlisle, PA",PUT,NextSong,1540006905796,850,Nostalgia Amnesia,200,2018-11-23 06:09:06.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",66
Justin Bieber,Logged In,Cecilia,F,1,Owens,220.89097999999998,free,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1541032432796,847,Somebody To Love,200,2018-11-23 06:11:42.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0,6
,Logged In,Wyatt,M,0,Scott,,free,"Eureka-Arcata-Fortuna, CA",GET,Home,1540872073796,830,,200,2018-11-23 06:15:00.796,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,9
Dwight Yoakam,Logged In,Cecilia,F,2,Owens,239.3073,free,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1541032432796,847,You're The One,200,2018-11-23 06:15:22.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0,6
,Logged In,Anabelle,F,0,Simpson,,free,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",GET,Home,1541044398796,791,,200,2018-11-23 06:28:15.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",69
Ivy,Logged In,Anabelle,F,1,Simpson,264.61995,free,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,NextSong,1541044398796,791,Edge Of The Ocean,200,2018-11-23 06:28:16.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",69
Jill Barber,Logged In,Ava,F,0,Robinson,199.52281000000002,free,"New Haven-Milford, CT",PUT,NextSong,1540931983796,836,Two Brown Eyes,200,2018-11-23 07:05:36.796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",50
Bootsy Collins,Logged In,Celeste,F,0,Williams,411.42812000000004,free,"Klamath Falls, OR",PUT,NextSong,1541077528796,826,Stretchin' Out (In A Rubber Band) (LP Version),200,2018-11-23 07:34:02.796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",53
Toy-Box,Logged In,Cienna,F,0,Freeman,197.79873,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540998613796,131,Eenie_ Meenie_ Miney_ Mo,200,2018-11-23 07:50:40.796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",56
,Logged Out,,,0,,,free,,PUT,Login,0,755,,307,2018-11-23 07:51:12.796,,0
,Logged In,Noah,M,1,Chavez,,free,"Ogden-Clearfield, UT",GET,Home,1540970748796,755,,200,2018-11-23 07:51:13.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0,94
The Libertines,Logged In,Noah,M,2,Chavez,203.72853,free,"Ogden-Clearfield, UT",PUT,NextSong,1540970748796,755,Can't Stand Me Now,200,2018-11-23 07:51:37.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0,94
Beirut,Logged In,Cienna,F,1,Freeman,142.31465,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540998613796,131,The Penalty,200,2018-11-23 07:53:57.796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",56
Amy Winehouse,Logged In,Noah,M,3,Chavez,154.14812,free,"Ogden-Clearfield, UT",PUT,NextSong,1540970748796,755,Love Is A Losing Game,200,2018-11-23 07:55:00.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0,94
,Logged In,Connar,M,0,Moreno,,free,"Houston-The Woodlands-Sugar Land, TX",GET,Home,1540823606796,752,,200,2018-11-23 09:00:21.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10) AppleWebKit/538.46 (KHTML, like Gecko) Version/8.0 Safari/538.46""",62
,Logged In,Sylvie,F,0,Cruz,,free,"Washington-Arlington-Alexandria, DC-VA-MD-WV",GET,Home,1540266185796,788,,200,2018-11-23 09:01:51.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",10
,Logged In,Jordyn,F,0,Powell,,free,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",GET,Home,1540828399796,357,,200,2018-11-23 10:38:52.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",98
Slipknot,Logged In,Jordyn,F,1,Powell,278.59546,free,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,NextSong,1540828399796,357,Before I Forget (Album Version),200,2018-11-23 10:39:09.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",98
The All-American Rejects,Logged In,Jordyn,F,2,Powell,183.61424,free,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,NextSong,1540828399796,357,One More Sad Song,200,2018-11-23 10:43:47.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",98
Guns N' Roses,Logged In,Andrea,F,0,Butler,406.17751,free,"Pensacola-Ferry Pass-Brent, FL",PUT,NextSong,1541098488796,745,Paradise City,200,2018-11-23 10:57:19.796,Mozilla/5.0 (X11; Linux x86_64; rv:31.0) Gecko/20100101 Firefox/31.0,90
Harmonia,Logged In,Tegan,F,0,Levine,655.77751,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,848,Sehr kosmisch,200,2018-11-23 11:02:35.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Roky Erickson,Logged In,Andrea,F,1,Butler,248.0322,free,"Pensacola-Ferry Pass-Brent, FL",PUT,NextSong,1541098488796,745,Cold night for alligators,200,2018-11-23 11:04:05.796,Mozilla/5.0 (X11; Linux x86_64; rv:31.0) Gecko/20100101 Firefox/31.0,90
Modest Mouse,Logged In,Tegan,F,1,Levine,58.90566999999999,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,848,Interlude (Milo),200,2018-11-23 11:13:30.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Velour 100,Logged In,Tegan,F,2,Levine,202.29179,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,848,Clouds (Of Color Bright Album Version),200,2018-11-23 11:14:28.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Soundgarden,Logged In,Tegan,F,3,Levine,290.11546,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,848,Burden In My Hand,200,2018-11-23 11:17:50.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Shinedown,Logged In,Tegan,F,4,Levine,229.98158999999998,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,848,Devour (Album Version),200,2018-11-23 11:22:40.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Benassi Bros.,Logged In,Tegan,F,5,Levine,348.60363,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,848,Turn Me Up (Sfaction Version / Feat. Sandy),200,2018-11-23 11:26:29.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
The Black Keys,Logged In,Tegan,F,6,Levine,211.01668999999998,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,848,Tighten Up,200,2018-11-23 11:32:17.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Taylor Swift,Logged In,Tegan,F,7,Levine,237.03465,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,848,Jump Then Fall,200,2018-11-23 11:35:48.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
,Logged In,Rylan,M,0,George,,paid,"Birmingham-Hoover, AL",GET,Home,1541020249796,854,,200,2018-11-23 11:37:36.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Company Flow,Logged In,Rylan,M,1,George,347.53261000000003,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796,854,Definitive,200,2018-11-23 11:37:44.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Belanova,Logged In,Tegan,F,8,Levine,187.53261,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,848,Me Pregunto,200,2018-11-23 11:39:45.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Hinder,Logged In,Tegan,F,9,Levine,262.05995,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,848,Lips Of An Angel,200,2018-11-23 11:42:52.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Armin van Buuren,Logged In,Rylan,M,2,George,425.9522,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796,854,Intricacy,200,2018-11-23 11:43:31.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
,Logged In,Tegan,F,10,Levine,,paid,"Portland-South Portland, ME",GET,Home,1540794356796,848,,200,2018-11-23 11:43:39.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Lauryn Hill,Logged In,Tegan,F,11,Levine,326.53016,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,848,Ex-Factor,200,2018-11-23 11:47:14.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
,Logged In,Stefany,F,0,White,,free,"Lubbock, TX",GET,Home,1540708070796,844,,200,2018-11-23 11:49:19.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",83
12 Stones,Logged In,Rylan,M,3,George,225.98485,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796,854,The Way I Feel (Not Our Master),200,2018-11-23 11:50:36.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
WILL B,Logged In,Tegan,F,12,Levine,525.26975,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,848,Upgrade,200,2018-11-23 11:52:40.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Mikromusic,Logged In,Rylan,M,4,George,289.17506000000003,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796,854,Moje Mieszkanie,200,2018-11-23 11:54:21.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Kajagoogoo,Logged In,Rylan,M,5,George,223.55546,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796,854,Too Shy,200,2018-11-23 11:59:10.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Pearl Jam,Logged In,Tegan,F,13,Levine,219.32362999999998,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,848,Can't Keep,200,2018-11-23 12:01:25.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Marilyn Manson,Logged In,Rylan,M,6,George,305.76281,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796,854,I Don't Like The Drugs (But The Drugs Like Me),200,2018-11-23 12:02:53.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
The Darkness,Logged In,Tegan,F,14,Levine,209.3971,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,848,Growing On Me,200,2018-11-23 12:05:04.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Florence + The Machine,Logged In,Rylan,M,7,George,290.48118,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796,854,Rabbit Heart (Raise It Up),200,2018-11-23 12:07:58.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Rilo Kiley,Logged In,Tegan,F,15,Levine,205.26975,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,848,More Adventurous (Album Version),200,2018-11-23 12:08:33.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
David Banner / Chris Brown / Yung Joc,Logged In,Tegan,F,16,Levine,224.54812,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,848,Get Like Me,200,2018-11-23 12:11:58.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Tracy Nelson,Logged In,Rylan,M,8,George,272.74404,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796,854,Cry On (Album Version),200,2018-11-23 12:12:48.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Mogwai,Logged In,Tegan,F,17,Levine,327.23546,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,848,Kids Will Be Skeletons,200,2018-11-23 12:15:42.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Peter Tosh,Logged In,Rylan,M,9,George,790.36036,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796,854,Rastafari Is,200,2018-11-23 12:17:20.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Bernard Fanning,Logged In,Tegan,F,18,Levine,151.09179,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,848,Wish You Well,200,2018-11-23 12:21:09.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Origin Unknown,Logged In,Tegan,F,19,Levine,273.44934,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,848,Valley of the Shadows,200,2018-11-23 12:23:40.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Kristofer ÃÂstrÃÂ¶m,Logged In,Tegan,F,20,Levine,341.26322000000005,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,848,Not Cool Again,200,2018-11-23 12:28:13.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Kiuas,Logged In,Rylan,M,10,George,265.24689,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796,854,The New Chapter,200,2018-11-23 12:30:30.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Cage The Elephant,Logged In,Tegan,F,21,Levine,228.0224,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,848,Back Against The Wall,200,2018-11-23 12:33:54.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Stephen Fretwell,Logged In,Rylan,M,11,George,215.69261,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796,854,Emily,200,2018-11-23 12:34:55.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Randy Crawford,Logged In,Tegan,F,22,Levine,270.75872999999996,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,848,Almaz,200,2018-11-23 12:37:42.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Justice,Logged In,Rylan,M,12,George,236.12036,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796,854,DVNO,200,2018-11-23 12:38:30.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Alliance Ethnik,Logged In,Tegan,F,23,Levine,252.21178999999998,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,848,ReprÃÂ©sente,200,2018-11-23 12:42:12.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Kaiser Chiefs,Logged In,Rylan,M,13,George,221.07383,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796,854,Try Your Best,200,2018-11-23 12:42:26.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Krokus,Logged In,Rylan,M,14,George,254.51057000000003,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796,854,Out Of Control,200,2018-11-23 12:46:07.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Bloodhound Gang,Logged In,Tegan,F,24,Levine,261.79873,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,848,The Bad Touch,200,2018-11-23 12:46:24.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Naughty By Nature,Logged In,Rylan,M,15,George,269.68771,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796,854,O.P.P.,200,2018-11-23 12:50:21.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
The Mercury Program,Logged In,Tegan,F,25,Levine,439.50975,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,848,Fragile or Possibly Extinct,200,2018-11-23 12:50:45.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Filterfunk,Logged In,Aiden,M,0,Hess,173.03465,free,"La Crosse-Onalaska, WI-MN",PUT,NextSong,1540829025796,760,S.O.S. (Message In A Bottle) (Hi_Tack Radio Edit),200,2018-11-23 12:51:36.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",86
Genesis,Logged In,Ryan,M,0,Smith,265.97832,free,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1541016707796,853,That's All (2007 Digital Remaster),200,2018-11-23 12:52:33.796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",26
Selena Gomez & The Scene,Logged In,Aiden,M,1,Hess,172.61668999999998,free,"La Crosse-Onalaska, WI-MN",PUT,NextSong,1540829025796,760,Stop & Erase,200,2018-11-23 12:54:29.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",86
Public Image Ltd,Logged In,Rylan,M,16,George,550.6868900000001,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796,854,Theme,200,2018-11-23 12:54:50.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Johnny Winter,Logged In,Tegan,F,26,Levine,223.81669,paid,"Portland-South Portland, ME",PUT,NextSong,1540794356796,848,Still Alive And Well,200,2018-11-23 12:58:04.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
,Logged In,Tegan,F,27,Levine,,paid,"Portland-South Portland, ME",PUT,Logout,1540794356796,848,,307,2018-11-23 12:58:05.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
,Logged In,Cecilia,F,0,Owens,,free,"Atlanta-Sandy Springs-Roswell, GA",GET,Home,1541032432796,857,,200,2018-11-23 12:58:24.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0,6
